Year,Month,County,District,Category
105,8,雲林縣,口湖鄉,機車
105,11,雲林縣,口湖鄉,自用小客車
105,11,雲林縣,口湖鄉,機車
106,2,雲林縣,口湖鄉,腳踏自行車-慢車
106,5,雲林縣,口湖鄉,機車
106,7,雲林縣,口湖鄉,機車
106,9,雲林縣,口湖鄉,自用-小貨車(含客、貨兩用)
106,11,雲林縣,口湖鄉,機車
107,5,雲林縣,口湖鄉,機車
107,8,雲林縣,口湖鄉,機車
108,1,雲林縣,口湖鄉,機車
108,1,雲林縣,口湖鄉,自用-小貨車(含客、貨兩用)
108,3,雲林縣,口湖鄉,自用小客車
108,8,雲林縣,口湖鄉,營業用-曳引車
108,9,雲林縣,口湖鄉,計程車-小客車
109,8,雲林縣,口湖鄉,自用小客車
109,8,雲林縣,口湖鄉,腳踏自行車-慢車
109,10,雲林縣,口湖鄉,機車
110,1,雲林縣,口湖鄉,自用-小貨車(含客、貨兩用)
110,2,雲林縣,口湖鄉,自用-小貨車(含客、貨兩用)
110,3,雲林縣,口湖鄉,機車
110,4,雲林縣,口湖鄉,機車
110,5,雲林縣,口湖鄉,營業用-曳引車
110,6,雲林縣,口湖鄉,機車
101,2,新北市,土城區,自用-小貨車
101,3,新北市,土城區,營業用-小貨車
101,3,新北市,土城區,機車
101,5,新北市,土城區,計程車-小客車
101,8,新北市,土城區,機車
101,8,新北市,土城區,自用-小貨車
101,10,新北市,土城區,營業用-小貨車
101,10,新北市,土城區,機車
102,1,新北市,土城區,機車
102,1,新北市,土城區,機車
102,3,新北市,土城區,行人-人
102,5,新北市,土城區,營業用-曳引車
102,5,新北市,土城區,機車
102,8,新北市,土城區,自用-大貨車
102,9,新北市,土城區,機車
102,10,新北市,土城區,營業用-大貨車
102,11,新北市,土城區,民營公車-大客車
102,11,新北市,土城區,機車
102,12,新北市,土城區,行人-人
103,1,新北市,土城區,自用小客車
103,2,新北市,土城區,行人-人
103,3,新北市,土城區,民營客運-大客車
103,4,新北市,土城區,自用小客車
103,6,新北市,土城區,機車
103,7,新北市,土城區,民營客運-大客車
103,8,新北市,土城區,自用-曳引車
103,8,新北市,土城區,自用-小貨車(含客、貨兩用)
103,9,新北市,土城區,動力機械-其他車
103,9,新北市,土城區,機車
104,2,新北市,土城區,機車
104,3,新北市,土城區,機車
104,4,新北市,土城區,乘客-人
104,7,新北市,土城區,機車
104,10,新北市,土城區,機車
104,10,新北市,土城區,機車
104,11,新北市,土城區,計程車-小客車
104,12,新北市,土城區,自用-小貨車(含客、貨兩用)
105,1,新北市,土城區,人力車-慢車
105,1,新北市,土城區,自用-小貨車(含客、貨兩用)
105,2,新北市,土城區,營業用-大貨車
105,4,新北市,土城區,機車
105,4,新北市,土城區,自用小客車
105,7,新北市,土城區,自用小客車
105,7,新北市,土城區,自用小客車
105,7,新北市,土城區,機車
106,2,新北市,土城區,自用-小貨車(含客、貨兩用)
106,3,新北市,土城區,機車
106,4,新北市,土城區,機車
106,6,新北市,土城區,自用小客車
106,6,新北市,土城區,行人-人
106,8,新北市,土城區,行人-人
106,12,新北市,土城區,行人-人
107,1,新北市,土城區,自用小客車
107,7,新北市,土城區,機車
107,7,新北市,土城區,機車
107,10,新北市,土城區,自用小客車
107,11,新北市,土城區,行人-人
107,12,新北市,土城區,機車
108,1,新北市,土城區,自用-小貨車(含客、貨兩用)
108,5,新北市,土城區,機車
108,7,新北市,土城區,機車
108,8,新北市,土城區,自用小客車
109,1,新北市,土城區,機車
109,1,新北市,土城區,機車
109,1,新北市,土城區,自用-小貨車(含客、貨兩用)
109,2,新北市,土城區,自用-小貨車(含客、貨兩用)
109,5,新北市,土城區,消防車-特種車
109,5,新北市,土城區,機車
109,10,新北市,土城區,自用-小貨車(含客、貨兩用)
109,11,新北市,土城區,機車
110,1,新北市,土城區,營業用-曳引車
110,6,新北市,土城區,機車
110,7,新北市,土城區,機車
110,8,新北市,土城區,自用小客車
110,8,新北市,土城區,機車
110,10,新北市,土城區,機車
101,1,雲林縣,土庫鎮,自用小客車
101,1,雲林縣,土庫鎮,行人-人
101,6,雲林縣,土庫鎮,機車
101,6,雲林縣,土庫鎮,行人-人
101,12,雲林縣,土庫鎮,腳踏自行車-慢車
102,2,雲林縣,土庫鎮,機車
102,4,雲林縣,土庫鎮,自用小客車
102,11,雲林縣,土庫鎮,自用小客車
102,11,雲林縣,土庫鎮,機車
103,2,雲林縣,土庫鎮,自用小客車
103,6,雲林縣,土庫鎮,機車
103,9,雲林縣,土庫鎮,機車
103,10,雲林縣,土庫鎮,自用-小貨車(含客、貨兩用)
103,11,雲林縣,土庫鎮,機車
103,12,雲林縣,土庫鎮,機車
104,2,雲林縣,土庫鎮,機車
104,5,雲林縣,土庫鎮,機車
104,8,雲林縣,土庫鎮,營業用-曳引車
104,8,雲林縣,土庫鎮,機車
105,3,雲林縣,土庫鎮,自用小客車
105,9,雲林縣,土庫鎮,腳踏自行車-慢車
105,10,雲林縣,土庫鎮,自用-小貨車(含客、貨兩用)
105,11,雲林縣,土庫鎮,機車
105,12,雲林縣,土庫鎮,自用-小貨車(含客、貨兩用)
106,8,雲林縣,土庫鎮,機車
106,8,雲林縣,土庫鎮,機車
106,8,雲林縣,土庫鎮,機車
106,10,雲林縣,土庫鎮,機車
106,12,雲林縣,土庫鎮,租賃車-小客車
107,2,雲林縣,土庫鎮,自用-小貨車(含客、貨兩用)
107,2,雲林縣,土庫鎮,自用小客車
107,5,雲林縣,土庫鎮,自用小客車
107,6,雲林縣,土庫鎮,機車
107,9,雲林縣,土庫鎮,機車
107,11,雲林縣,土庫鎮,機車
108,1,雲林縣,土庫鎮,腳踏自行車-慢車
108,3,雲林縣,土庫鎮,機車
108,4,雲林縣,土庫鎮,機車
108,5,雲林縣,土庫鎮,機車
108,7,雲林縣,土庫鎮,機車
108,7,雲林縣,土庫鎮,機車
108,10,雲林縣,土庫鎮,機車
109,2,雲林縣,土庫鎮,機車
109,3,雲林縣,土庫鎮,腳踏自行車-慢車
109,3,雲林縣,土庫鎮,自用小客車
109,6,雲林縣,土庫鎮,自用小客車
109,8,雲林縣,土庫鎮,自用-小貨車(含客、貨兩用)
109,9,雲林縣,土庫鎮,機車
109,12,雲林縣,土庫鎮,自用-小貨車(含客、貨兩用)
110,6,雲林縣,土庫鎮,機車
110,6,雲林縣,土庫鎮,自用-小貨車(含客、貨兩用)
110,8,雲林縣,土庫鎮,自用小客車
110,10,雲林縣,土庫鎮,機車
110,11,雲林縣,土庫鎮,機車
110,12,雲林縣,土庫鎮,機車
101,3,臺北市,士林區,機車
101,6,臺北市,士林區,營業用-大貨車
101,9,臺北市,士林區,自用-小貨車
101,9,臺北市,士林區,機車
101,10,臺北市,士林區,機車
101,10,臺北市,士林區,營業用-曳引車
101,10,臺北市,士林區,自用小客車
101,11,臺北市,士林區,租賃車-小客車
101,11,臺北市,士林區,營業用-小貨車
101,11,臺北市,士林區,機車
102,2,臺北市,士林區,自用小客車
102,2,臺北市,士林區,民營公車-大客車
102,5,臺北市,士林區,自用小客車
102,5,臺北市,士林區,機車
102,6,臺北市,士林區,自用小客車
102,7,臺北市,士林區,機車
102,8,臺北市,士林區,機車
102,11,臺北市,士林區,機車
103,1,臺北市,士林區,機車
103,3,臺北市,士林區,機車
103,3,臺北市,士林區,自用小客車
103,5,臺北市,士林區,機車
103,5,臺北市,士林區,計程車-小客車
103,6,臺北市,士林區,自用小客車
103,6,臺北市,士林區,機車
103,6,臺北市,士林區,自用小客車
103,8,臺北市,士林區,機車
103,9,臺北市,士林區,營業用-曳引車
103,11,臺北市,士林區,機車
103,11,臺北市,士林區,遊覽車-大客車
103,11,臺北市,士林區,自用小客車
104,1,臺北市,士林區,自用小客車
104,1,臺北市,士林區,自用小客車
104,1,臺北市,士林區,營業用-曳引車
104,7,臺北市,士林區,機車
104,9,臺北市,士林區,動力機械-其他車
104,10,臺北市,士林區,自用小客車
104,12,臺北市,士林區,遊覽車-大客車
105,1,臺北市,士林區,自用小客車
105,2,臺北市,士林區,自用小客車
105,2,臺北市,士林區,機車
105,2,臺北市,士林區,營業用-大貨車
105,3,臺北市,士林區,自用小客車
105,3,臺北市,士林區,自用小客車
105,3,臺北市,士林區,自用小客車
105,3,臺北市,士林區,機車
105,4,臺北市,士林區,機車
105,4,臺北市,士林區,自用小客車
